"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"HYLS1",552.183801151127,0.67405048365434,0.196612241600662,3.42832408687654,0.000607319983736988,0.0105139580163261
"HTATIP2",1314.85420421384,1.33205718493626,0.289579068419863,4.59997745073513,4.22536676624396e-06,0.000141289318854815
"HSPA4L",1700.11574499476,1.25073757846148,0.220313376616915,5.67708415016619,1.37010082236303e-08,7.22559035546822e-07
"HPS6",861.368114008346,0.438406146117826,0.0639409926380981,6.85641758174097,7.06087858526003e-12,5.43465010749271e-10
"HP1BP3",11597.639428704,0.500241322110547,0.076215897474635,6.56347741987857,5.25671985193568e-11,3.72703618713796e-09
"HOXB3",1772.25957859687,0.291066873214798,0.0922745021859992,3.15435863992081,0.00160851282327265,0.0236122496660308
"HNRNPUL2",3071.27620925486,0.795738016738937,0.214208327888556,3.7147856228677,0.000203376037400761,0.00417790047846547
"HNRNPRP1",1872.02517939589,0.218971238753987,0.0594055164546379,3.6860421695213,0.000227768626257893,0.00458948410008093
"HNRNPR",9468.58884862374,0.229928506461662,0.0655958820266991,3.50522775756069,0.000456216819935066,0.00828414112883153
"HNRNPF",10577.3137894506,0.231933010616811,0.0400505946773669,5.79100042047263,6.99684019218329e-09,3.95877511138529e-07
"HMGCR",4303.39882177479,0.523115914969748,0.102032776501473,5.12693991976389,2.94489441165871e-07,1.23939435497567e-05
"HMG20A",1477.8402224258,0.429690651731678,0.138146864848149,3.11039017935002,0.00186840358646037,0.0266674408380461
"HEATR5A",1253.56240664017,0.399081591280174,0.108815205411798,3.66751677552691,0.000244917486677552,0.00489327112185609
"HADHAP2",3246.20411547722,0.184152109177671,0.0449240282593732,4.09918959436254,4.14599307313197e-05,0.00106765129724062
"HADHAP1",2215.53594180555,0.209877550719103,0.0428185514108488,4.90155654041876,9.50802755669405e-07,3.67564857152107e-05
"HADHA",9558.96653279284,0.165704937528869,0.0352342576786767,4.70294958503273,2.56429754399734e-06,8.96035830966924e-05
"H3-5",3459.95536619156,1.853883360616,0.0563703912468049,32.8875375815505,3.31280536131866e-237,2.8302952604426e-233
"H3-3B",8851.95584258709,1.83575211590751,0.0410763466775243,44.6912216979603,0,0
"GYG1",3648.79829207519,0.345574236194159,0.0874057291014595,3.95367946411179,7.69584919872803e-05,0.00184430540334735
"GTF2H1",2129.03837349552,1.07894146976547,0.0586733126540165,18.3889646069201,1.61025821462682e-75,2.11649862410218e-72
"GSTO3P",1131.7962791146,0.289355842326675,0.0950659158965783,3.04373906881056,0.00233657706231463,0.0321976550514274
"GSTO1",7239.11333130775,0.289045292783702,0.079115851409496,3.65344349626767,0.000258746748155114,0.00512900891615596
"GPSM2",3045.80504167775,0.480672578209924,0.133606467831186,3.59767446900298,0.000321075118064328,0.0061573631227443
"GPR157",552.915229551555,0.88486691939779,0.155987240690557,5.672687813955,1.40574267491537e-08,7.39074618039354e-07
"GPN3",2372.50733747167,0.550176344103067,0.0772247774256674,7.12435001360333,1.0457299377499e-12,9.16327561350388e-11
"GPBP1L1",5481.0412120361,0.396336710475128,0.0882061103162577,4.49330221063015,7.01271540289948e-06,0.000222312185694515
"GOLGA3",4218.32395164308,0.962014469217814,0.0968232928159874,9.93577517598087,2.909044204848e-23,5.71342969290089e-21
"GNPNAT1",2065.94000798088,0.43083435692963,0.147378364468701,2.9233216047877,0.00346318611343684,0.0448638825779343
"GNAI3",8387.99917993669,0.206185309107516,0.0437531531268818,4.71246743085211,2.4473520540121e-06,8.67591380641177e-05
"GK5",1498.28615464384,0.361138529900587,0.0637379223868884,5.66599155379557,1.4617672554596e-08,7.66172303498106e-07
"GIPC1",4822.27626089429,0.139438527980122,0.0284539972888367,4.90048995804283,9.55979443035913e-07,3.67901368089069e-05
